Email,Name,Business Name,Category,Location,zipCode,Business Description,Phone,Website,Donation Link,Image,In Need
,,Black Monarchy,Boutique,"Buffalo, NY",,,+13475085267,https://www.blackmonarchy.com/,,,
,,Eat Off Art,Boutique,,,,,https://www.eatoffart.com/,,,
,,Fee Designz,Boutique,,,,+18032905491,https://fee-designz.myshopify.com/,,,
,,Janie's Emporium,Boutique,"Kenmore, NY",,,+17165736456,http://www.janiesemporium.com/home,,,
,,MMW Style Studio,Boutique,"Buffalo, NY",,,+17168120937,http://www.mmwstylestudio.com/,,,
,,MS Eye Candy,Boutique,"Buffalo, NY",,,+17162409961,N/A,,,
,,The Cellar Boutique,Boutique,"Buffalo, NY",,,+17167839161,https://www.thexcellar.us/,,,
,,ASA Janitorial Services,Cleaning Service,"Buffalo, NY",,,+17163133355,http://www.asajanitorialsvcs.com/,,,
,,Heavenly Hands Commercial Cleaning,Cleaning Service,,,,+17169533207,hhdevelopment@mail.com,,,
,,Mobile Eco Steam - Mobile Auto Detailing & Carpet Cleaning,Cleaning Service,,,,+17163935553,https://www.mobileecosteam.com/,,,
,,Im Livin B Apparel & Printing,Clothing & Printing,"Kenmore, NY",,,+17164365169,http://www.imlivinb.com/,,,
,,African Heritage Food Co-Op ,Co-Op,"Niagara Falls, NY",,,+17165731844,https://myahfc.com/,,,
,,Black Door,Creative Opportunities,,,,,https://www.opentheblackdoor.com/,,,
,,By Your Side Credit,Credit Repair,,,,+17164820643,http://www.byscredit.com/,,,
,,"Verve Dance Studio, Arts Education",Dance Studio,"Buffalo, NY",,,,http://vervedancestudio.com/,,,
,,DJ Dre,DJ,,,,+17164301033,https://www.djdremusic.com/,,,
,,You In Mind Events,Event Planning,,,,+17168330924,https://www.youinmindevents.com/,,,
,,Black Gem Space,Fitness,,,,,https://www.instagram.com/blackgemspace/,,,
,,GCOPE FIT,Fitness,"Amherst, NY",,,+17162188011,https://gcopefitness.com/,,,
,,GoPole Fitness,Fitness,"Buffalo, NY",,,+17162351348,https://www.gopolefit.com/,,,
,,Macfitness Shed 2.0,Fitness,,,,+17162188011,https://macfitnessshed20.com/,,,
,,Miss Body Language Fitness,Fitness,,,,,https://linktr.ee/missbodylanguage,,,
,,Ousmane Camara,Financial Advisor,,,,,https://www.linkedin.com/in/ousmane-camara-002559167/,,,
,,Feed Buffalo,Food Pantry,"Buffalo, NY",,,+17165880137,https://www.feedbuffalo.org/,,,
,,Mad Sauces Food Truck,Food Truck,,,,+17162188810,https://madsauces716.com/,,,
,,The Flaming Fish,Food Truck,,,,+17162799725,http://www.theflamingfish.com/,,,
,,T. L. Pickens Funeral Home,Funeral Home,"Buffalo, NY",,,+17168930084,https://www.tonylpickens.com/,,,
info@bjbmultimedia.com,,BJB Multimedia,Graphic Designer,,,,,https://www.bjbmultimedia.com/,,,
,,Glory Market,Grocery,"Buffalo, NY",,,+17167108370,N/A,,,
,,Chocolate Bar Hair,Hair Salon,"Buffalo, NY",,,+17165972959,https://www.chocolatebarhair.com/,,,
,,Merchant Logo Head Quarters Design Studio,Hair Salon,"Buffalo, NY",,,+17168320300,https://www.head25.com/,,,
,,The Hair Hive,Hair Salon,"Buffalo, NY",,,+17164278830,https://www.thhbuffalo.com/,,,
,,The Loc Room,Hair Salon,"Buffalo, NY",,,+17162464542,https://thelocroom.com/,,,
,,Brahma Body Butter,Holistic Skincare,,,,+17164369793,https://www.etsy.com/shop/BrahmaBodyButter,,,
,,Clinton Hawkins - Pillar To Post Home Inspectors,Home Inspector,"Seneca, NY",,,+17166086829,https://clintonhawkins.pillartopost.com/,,,
,,Blues Home Repair,Home Repair,,,,+17164276900,https://blueshomerepairsllc.com/,,,
,,Elle James,Interior Design,,,,+12025204436,https://www.ellejamesinteriors.com/,,,
honeysweetjamllc@gmail.com,,Honey Sweet Jam LLC,Jam,"Kenmore, NY",,,,https://www.instagram.com/honeysweetjam/,,,
,,Franci Jewelry,Jewelry,,,,,https://www.francibynicoledavis.com/,,,
,,Do It 4 Us Landscaping,Landscaping,,,,+17169360620,https://doit4uslandscaping.com/,,,
,,LAST Call Laundry Services,Laundry,"Buffalo, NY",,,+17165411106,http://lastcalllaundry.com/,,,
,,Hertel Liquor Library,Liquor Store,"Buffalo, NY",,,+17167683669,http://www.hertelliquorlibrary.com/,,,
,,International Wine & Spirits,Liquor Store,"Buffalo, NY",,,+17168375607,http://www.buffaloliquorstore.com/,,,
,,L C & J Liquors,Liquor Store,"Buffalo, NY",,,+17168975194,N/A,,,
,,The Groove Lounge,Lounge,"Buffalo, NY",,,+17169393149,N/A,,,
,,Makeup by Mani,Makeup Artist,,,,,https://linktr.ee/Makeupbymani24,,,
,,OakRight Experience,Marketing (Social Media),,,,+17169085641,N/A,,,
,,Alls Good Eats,Meal Prep,,,,,https://www.instagram.com/allsgoodeats/,,,
,,Core Cuisine Meal Solutions,Meal Prep,"Buffalo, NY",,,+17168806545,http://www.ravelleculinarycreations.com/,,,
,,Munchie Manz,Meal Prep,,,,+17163160726,https://www.munchiemanz.com/,,,
,,WNY Merchant Consulting,Merchant Consulting,,,,+17168170088,N/A,,,
,,Dazzling Beauty Nail Slon,Nail Salon,"Buffalo, NY",,,+17163226805,https://www.dazzlingbeautynails.com/,,,
,,Envious Beauty Bar,Nail Salon,,,,,https://enviousbeautybar.as.me/schedule.php,,,
,,Top Coat Nail Lounge,Nail Salon,"Buffalo, NY",,,+17162620303,https://www.topcoatnl.com/,,,
,,Pampered Paws n' Play,Pet Care,"Amherst, NY",,,+17162810310,https://pamperedpawsnplay.com/,,,
,,Alana Adetola Arts,Photographer,,,,,https://www.alanadetolartsphotography.com/,,,
,,Addo Productions,Photophy/Videography,,,,+14153749410,https://www.addoproductions.com/,,,
,,AWR Studios,Photophy/Videography,,,,+17166661460,https://www.instagram.com/awrstudios/,,,
,,What's Pop-In,Popcorn,"Buffalo, NY",,,,https://www.whatspoppingourmetpopcorn.com/,,,
,,Get Fokus'd Productions,Production Company,,,,+17164274386,https://www.getfokusdproductions.com/,,,
,,At Eleven Wings,Restaurant,"Buffalo, NY",,,+17168992011,N/A,,,
,,Brothers Takeout Cafe & Catering,Restaurant,"Buffalo, NY",,,+17163220084,https://716brothers.com/,,,
,,Buffalo Soul,Restaurant,"Buffalo, NY",,,+17167688549,https://buffalosoulny.com/,,,
,,Caribbean Flava,Restaurant,"Niagra Falls, NY",,,+17164239995,N/A,,,
,,Caribbean Experience,Restaurant,"Buffalo, NY",,,+17168385131,N/A,,,
,,Dirty Bird Chicken N' Waffles,Restaurant,"Niagra Falls, NY",,,+17165647161,N/A,,,
,,Em Tea Coffee,Restaurant,"Buffalo, NY",,,+17168841444,http://www.emteacoffeecup.com/,,,
,,Freddy J's BBQ,Restaurant,"Buffalo, NY",,,+17164242926,N/A,,,
,,"G&B Fish, Shrimp and Chicken",Restaurant,"Buffalo, NY",,,+17163313485,https://gandbfishshrimpandchicken.com/menu,,,
,,Ikes & BG's Restaurant,Restaurant,"Buffalo, NY",,,+17168924301,https://ikeandbgsrestaurant.com/,,,
,,Island Mix Restaurant,Restaurant,"Buffalo, NY",,,+17163809115,N/A,,,
,,Je Ne Sais Quoi,Restaurant,"Buffalo, NY",,,+17164401065,https://www.jenesaisquoibuffalo.com,,,
,,Kalypso Restaurant,Restaurant,"Buffalo, NY",,,+17168343663,N/A,,,
,,La Verdad Cafe,Restaurant,"Buffalo, NY",,,+17167683150,N/A,,,
,,Lee's Barbecue,Restaurant,"Buffalo, NY",,,+17168968887,N/A,,,
,,Ms. Goodies,Restaurant,"Buffalo, NY",,,+17169363690,N/A,,,
,,"PhatCatz of WNY, Inc",Restaurant,"Buffalo, NY",,,+17162358549,N/A,,,
,,Pine Hill Halal Market,Restaurant,"Buffalo, NY",,,+17165970002,N/A,,,
,,Shy's Original Steak House,Restaurant,"Buffalo, NY",,,+17168527497,N/A,,,
,,Sunshine Vegan Eats,Restaurant,"Buffalo, NY",,,+17167250284,https://www.sunshineveganeats.com/,,,
,,The Oakk Room,Restaurant,"Buffalo, NY",,,+17167712773,https://www.theoakkroom.com/,,,
,,The Traphaus,Restaurant,,,,+17163225696,N/A,,,
,,WING KINGS 716,Restaurant,"Buffalo, NY",,,+17162481427,N/A,,,
,,Agorie Headwear,Retail,"Buffalo, NY",,,+17168344287,http://www.agorieheadwear.com/,,,
,,Classic Knot,Retail,"Amherst, NY",,,+17165448840,https://www.classicknot.com/,,,
,,Masaai Consignment Boutique,Retail,"Buffalo, NY",,,+17163225696,N/A,,,
,,Serene Candles by Mia,Retail,,,,,N/A,,,
,,The Ink Spot,Retail,"Buffalo, NY",,,+17168817594,N/A,,,
,,B&C Home Care,Senior Care,"Buffalo, NY",,,+17166337400,https://www.bncunited.com/,,,
,,Nubian Onyx,Spa,"Williamsville, NY",,,+17164068276,https://www.nubianonyx.com/,,,
,,Rejuvinex Spa,Spa,"Buffalo, NY",,,+17168772220,http://rejuvinexspa.com/,,,
,,SalleyNycole’s Skin & Beauty Boutique,Skin & Beauty,"Buffalo, NY",,,+17162268450,https://www.styleseat.com/m/v/salleynycole,,,
,,Paint The Town,Studio,"Buffalo, NY",,,+17162411516,http://paintthetown716.com/,,,
,,Good Form Fitness,Trainer,,,,+17164463734,https://square.site/book/6K09KZ3WA09QP/good-form-fitness,,,
,,716 Towing & Roadside,Towing,,,,+17162290412,https://716towingandroadside.com/,,,
,,The Wigtique,Wigs,"Buffalo, NY",,,,https://www.thewigtique.com/,,,
,,Mind Body Flow Yoga,Yoga Studio,"Amherst, NY",,,+17162183167,https://mindbodyflowyoga.com/,,,
,,Dan’s Soul Food,,"Ashburn, IL",,,+17737376695,https://danschicagosbest.com/,,,
,,Anita's Gumbo,,"Avalon Park, IL",,,+17737342788,http://nitasgumbo.com,,,
,,CheSa's Gluten Tootin Free Gourmet Food Truck,,"Avondale, IL",,,,www.chesasgtf.com,,,
,,Ain't She Sweet Cafe,,"Beverly, IL",,,+17738403309,http://aintshesweetcafe.com/,,,
,,Bani's Beets,,"Beverly Hills, IL",,,+17735999764,https://www.banisbeets.com/,,,
,,Shawn Michelle’s Ice Cream Shop,,"Bronzeville, IL",,,+17736153238,http://www.shawnmichelles.com/,,,
,,Truth Italian Restaurant,,"Bronzeville, IL",,,+13127158796,http://www.truthitalian.com/,,,
,,Some Like It Black,,"Bronzeville, IL",,,+17738914866,https://www.somelikeitblack.com/,,,
,,Norman's Bistro,,"Bronzeville, IL",,,+17739665821,https://www.normansbistro.com/?fbclid=IwAR0b-l79Zt8cBoX1KoX8jhOKO9u4yW7fPEa0i6zif-yVieUel1ThNKYRXKs,,,
,,Pearl's Place,,"Bronzeville, IL",,,+17732851700,http://www.pearlsplacerestaurant.com/,,,
,,Two Fish Crab Shack,,"Bronzeville, IL",,,+17738558845,https://www.twofishcrabshack.com/,,,
,,Friistyle Chi,,"Bronzeville, IL",,,+17735485375,https://www.friistylechicago.com/,,,
,,Mikkey’s Retro Grill,,"Bronzeville, IL",,,+17739524082,https://mikkeys.com/,,,
,,Sip and Savor,,"Bronzeville, IL",,,+17738552125,https://www.sipandsavorchicago.com/,,,
,,Ain't She Sweet Cafe,,"Bronzeville, IL",,,+17733733530,http://aintshesweetcafe.com/,,,
,,Eméché Cakery & Cafe,,"Bronzeville, IL",,,+13122651249,https://emechecakeryandcafe.com/,,,
,,Scratch My Batch,,"Downers Grove, IL",,,+13124871308,https://www.scratchmybatch.store/,,,
,,Dat Donut,,"East Chatham, IL",,,+17737231002,https://www.datdonut.com/,,,
,,Ethiopian Diamond Restaurant & Bar,,"Edgewater, IL",,,+17733386100,https://www.ethiopiandiamondrestaurants.com/home,,,
,,Grace’s African Restaurant,,"Edgewater, IL",,,+17732716000,http://graceafricanrestaurant.com/,,,
,,Kyoto Black Coffee,,"Edgewater, IL",,,+17735738514,https://kyotostylecoffee.com/,,,
,,Hecky’s Barbecue,,"Evanston, IL",,,+18474921182,https://www.heckys.com/,,,
,,Brown Sugar Bakery,,"Greater Grand Crossing, IL",,,+17732246262,https://www.brownsugarbakerychicago.com/,,,
,,Lem's Bar-B-Q House,,"Greater Grand Crossing, IL",,,+17739942428,http://lemsque.com/,,,
,,Soul Vegetarian,,"Greater Grand Crossing, IL",,,+17734519796,https://www.originalsoulvegetarian.com/,,,
,,Mabe's Deli,,"Greater Grand Crossing, IL",,,+17738911798,http://mabesdeli.com/,,,
,,5 Loaves Eatery,,"Greater Grand Crossing, IL",,,+17738912889,http://www.5loaveseatery.com/,,,
,,Turkey Chop,,"Humboldt Park, IL",,,+17733842500,https://turkeychop.com/,,,
,,Mikkey’s Retro Grill,,"Hyde Park, IL",,,+17736758525,https://mikkeys.com/,,,
,,Sip and Savor,,"Hyde Park, IL",,,+17736332722,https://www.sipandsavorchicago.com/,,,
,,Virtue,,"Hyde Park, IL",,,+17739478831,https://www.virtuerestaurant.com/,,,
,,Soul Shack,,"Hyde Park, IL",,,+17738910126,https://www.thesoul53.com/,,,
,,Can't Believe It's Not Meat,,"Hyde Park, IL",,,+17736758208,https://cantbelieveitsnotmeat.business.site/,,,
,,14 Parish,,"Hyde Park, IL",,,+13122918379,https://www.14parish.com/,,,
,,Ms. T's Southern Fried Chicken,,"Lakeview, IL",,,+17737282500,http://mstssouthernfriedchicken.com/,,,
,,Batter & Berries,,"Lincoln Park, IL",,,+17732487710,https://batterandberries.com/,,,
,,Luella's Southern Kitchen,,"Lincoln Square, IL",,,+17739618196,http://luellassouthernkitchen.com/,,,
,,Phlavz,,"Little Italy, IL",,,+17737177979,https://www.phlavz.com/,,,
,,Garifuna Flava,,"Marquette Park, IL",,,+17737767440,https://garifunaflava.net/,,,
,,Lexington Betty,,"Oak Park, IL",,,+17733098240,https://www.facebook.com/LexingtonBettySmokeHouse/,,,
,,Luxury Cake Company,,"Pilsen, IL",,,+13124889992,http://www.luxurycakecompany.com/,,,
,,Lexington Betty,,"Pullman (inside of One Eleven Food Hall), IL",,,+17733098240,https://www.facebook.com/LexingtonBettySmokeHouse/,,,
,,Lizzy J Cafe,,"Ravenswood, IL",,,+17737399044,https://lizzyjcatering.com/,,,
,,Urban Grill Chicago,,"Ravenswood, IL",,,+17737547137,https://urbangrillchicago.com/about/,,,
,,Mogadishu Restaurant,,"River North, IL",,,+17737472974,http://mogadishurestaurant.com/,,,
,,Denden Eritrean Restaurant,,"Rogers Park, IL",,,+17739734752,https://www.facebook.com/DenDenRestaurant/?rf=179355392600248,,,
,,Kizin Creole Restaurant,,"Rogers Park, IL",,,+17739617275,http://www.kizincreole.com/,,,
,,Jamaica Jerk,,"Rogers Park, IL",,,+18479333304,http://www.jamaicajerk-il.com/,,,
,,Old Fashioned Donuts,,"Roseland, IL",,,+17739957420,https://www.facebook.com/Old-Fashioned-Donuts-Inc-111494095555975/about/?ref=page_internal&path=%2FOld-Fashioned-Donuts-Inc-111494095555975%2Fabout%2F,,,
,,Poppin Dough,,"Roseland, IL",,,+17733663110,https://www.poppindough.com/,,,
,,Sip and Savor,,"Rosenwald, IL",,,+17739524532,https://www.sipandsavorchicago.com/,,,
,,Kozy Katering,,"South Holland, IL",,,+17089551200,http://www.kozykatering.com/?fbclid=IwAR1hWpXNNKjcgO-DVgYaciN3ZUHB_MK3E3Z20SUzKVQZ0sRcbjP-BkNa9co,,,
,,TeaPotBrew Bakery,,"South Loop, IL",,,+13129666001,https://www.teapotbrewbakery.com/?fbclid=IwAR1syxOeQ44H8VVr7jf6FBb8Ry0B8ht3wW5kkwsyAYyBB5PMm8txMA1Llj0,,,
,,Sage Room,,"South Loop, IL",,,+13126313398,http://sageroomchicago.com/,,,
,,Surf’s Up,,"South Shore, IL",,,+17738915544,https://www.surfsupsouthshore.com/,,,
,,Mikkey’s Retro Grill,,"Stony Island, IL",,,+17739022800,https://mikkeys.com/,,,
,,Nigerian Kitchen,,"Uptown, IL",,,+17732714010,http://nigeriankitchen.net/,,,
,,Demera,,"Uptown, IL",,,+17733348787,http://demerachicago.com/,,,
,,Iyanze Bar & Cafe,,"Uptown, IL",,,+17739441417,https://www.facebook.com/pages/category/Nigerian-Restaurant/Iyanze-African-Cuisine-Bar-222285161211383/,,,
,,Tesfa Ethiopian Cuisine,,"Uptown, IL",,,+13126984481,https://www.tesfacuisine.com/,,,
,,Harold's Chicken Shack,,"Various (Beverly, Bronzeville, Chatham, Chicago Heights, Hazel Crest, Marquette Park, Matteson, Near West Side, South Loop, West Chatham, Wicker Park), IL",,,,http://haroldschickenonline.com/index.html#home,,,
,,Justice of the Pies,,"Various https://www.justiceofthepies.com/locations, IL",,,,https://www.justiceofthepies.com/,,,
,,3D’s Jerk Chicken,,"West Humboldt Park, IL",,,+17736376518,https://www.facebook.com/3Ds-Jerk-Chicken-109688492381632/about/?ref=page_internal&path=%2F3Ds-Jerk-Chicken-109688492381632%2Fabout%2F,,,
,,Eleven | Eleven,,"West Loop, IL",,,+13122488942,https://www.elevenelevenchicago.com/,,,
,,IntoxiCakes,,"West Loop, IL",,,+13126202396,https://www.intoxicakeschicago.com/,,,
,,Frontier,,"West Town, IL",,,+13124539397,https://www.thefrontierchicago.com/,,,
,,Mr. Brown’s Lounge,,"West Town, IL",,,+17732784445,https://www.mrbrownslounge.com/,,,
,,Soulé,,"West Town, IL",,,+13125263825,https://www.soulechicago.com/,,,
,,Crazy Bird Kitchen,,"West Town, IL",,,+13128775684,https://www.crazybirdchicken.com/,,,
,,Ina Mae Tavern & Packaged Goods,,"Wicker Park, IL",,,+17733608320,https://www.inamaetavern.com/,,,
,,Luella’s Gospel Bird,,"Wicker Park, IL",,,+17739047704,http://luellassouthernkitchen.com/gospel-bird/,,,
,,Lottie's Pub,,"Wicker Park, IL",,,+17734890738,http://lottiespub.com/,,,
,,Tubby's Taste,,"Chicago, IL",,,+17793243392,https://www.tubbystaste.com/,,,
,,Hunni Butter Co,,"Chicago, IL",,,,https://www.hunnibutterco.com/,,,
,,PreNata Smoothies,,"Chicago, IL",,,+13127250206,https://www.prenatasmoothies.com/,,,
,,5 Points Grille ,,"Richmond Heights, OH",,,+12166009445,https://www.facebook.com/5pointsbarandgrille,,,
,,Angie's Soul Cafe ,,"Cleveland Heights, OH",,,+12164268890,http://www.angiessoulcafe.com/,,,
,,Annie B & Earl's Pancake House,,"Cleveland, OH",,,+12163619160,http://anniebandearls.com/,,,
,,Beckham's B&M Barbecue,,"North Randall, OH",,,+12164758720,https://www.facebook.com/BeckhamsBBQ,,,
,,Big Al's Diner ,,"Cleveland, OH",,,+12167918550,https://www.facebook.com/Big-Als-Diner-117633214922653/,,,
,,Black Box Fix,,"Cleveland, OH",,,+12166753129,blackboxfix.com ,,,
,,Brown's Corner Restaurant ,,"Cleveland, OH",,,+12167517867,https://brownscornerrestaurant.weebly.com/,,,
,,Capo Steaks ,,"Cleveland, OH",,,+12167213219,https://www.facebook.com/CapoSteaks,,,
,,Chicago's Home for Chicken & Waffles ,,"Cleveland, OH",,,+12166008600,https://chicagoschickenandwafflescle.com/,,,
,,CMB Soul Food,,"Cleveland, OH",,,+12167525402,https://cmbsoulfood216.com/,,,
,,Columbo Room,,"Cleveland, OH",,,+12167613569,https://www.facebook.com/pages/Columbo%20Room/116077145087957/,,,
,,Deon's Restaurant ,,"Cleveland, OH",,,+12164588078,deonsrestaurantco.com ,,,
,,Elite Bistro,,"Cleveland Heights, OH",,,+12162737283,n/a ,,,
,,Empress Taytu,,"Cleveland, OH",,,+12163919400,http://empresstayturestaurantcleveland.com/,,,
,,Euro Wafel Bar,,"Cleveland, OH",,,+12168589443,https://www.facebook.com/TheEuroWafelbar ,,,
,,Fawaky Burst Juice Company,,"Euclid, OH",,,+12164383289,https://www.fawakyburst.com/?fbclid=IwAR3nM1CcekIMkBXdql_-hSMMvrxoABHSWBWoYSbEfqgBkUo2JSqnSrNue-A,,,
,,Frederick's Wine & Dine,,"Warrensville Heights, OH",,,+12165815299,http://www.fredericksdine.com/?fbclid=IwAR3kyCA5-WiBMaNl_S0c88WShOirYvqYUaZh2WkqWNpzY3SvHaX7LHBjXug,,,
,,Fresh & Meaty Burgers,,"Cleveland Heights, OH",,,+12163714400,http://freshandmeaty.com/index.php/ohio/,,,
,,Good Fellas BBQ,,"Cleveland Heights, OH",,,+12168481200,https://www.facebook.com/pages/Goodfellows%20BBQ/382711585557524/,,,
,,Harvard Wine & Grill,,"Cleveland, OH",,,+12162951818,https://www.facebook.com/Harvard-Wine-Grill-117598118266431/,,,
,,Heights Soul Food & Grill ,,"Cleveland Heights, OH",,,+12167271689,https://www.facebook.com/soulfood2238,,,
,,Hot Sauce Williams ,,"Cleveland, OH",,,+12169214704,https://www.facebook.com/pages/Hot%20Sauce%20Williams%20Barbecue%20Restaurant/117286174957185/,,,
,,Incredible Foodz,,"Cleveland Heights, OH",,,+12168629325,https://www.incrediblefoodz.com/,,,
,,Irie Jamaican Kitchen,,"Euclid, OH",,,+12163506112,https://www.iriejakitchen.com/,,,
,,Kevante's Restaurant & Lounge,,"Richmond Heights, OH",,,+14404460000,kevantes.com ,,,
,,Kim's Wings,,"Cleveland, OH",,,+12166816644,http://www.kimswings.com/,,,
,,Lee's Seafood Boil,,"Cleveland Heights, OH",,,+12164597777,https://www.leeseafoodboil.com/,,,
,,Legends Bistro,,"Euclid, OH",,,+12167381955,https://www.legendsbistrocle.com/?fbclid=IwAR1zJQ29qhUUrOsKEkLnkmUwEp4RB3tEXy9xT6tiUw1p2X3aGS7pBv35kfo,,,
,,New World Restaurant ,,"Cleveland, OH",,,+12169385261,https://newworldrestaurant8.wixsite.com/soulfood,,,
,,Open Pitt BBQ,,"Cleveland, OH",,,+12168517709,https://www.groupon.com/biz/cleveland/open-pit-barbecue-carry-out?fbclid=IwAR0gzeX3kZzm6qkEwsQZ9SIyI2-jfGF2W__xEVAblnmp_pHAx6XWIYS5op0,,,
,,Ronnie & CJ's ,,"Euclid, OH",,,+12168605446,https://www.facebook.com/Ronnieandcjs,,,
,,Sam Sylk's Chicken & Fish,,"Shaker Heights, OH",,,+12169217955,https://www.samsylkchickenandfish.com/,,,
,,Sauce the City,,"Cleveland, OH",,,+12167955033,https://www.saucethecitycleveland.com/?fbclid=IwAR2mZpdhYYFru5PVdAOdRWAu04Bi-aDmJrTr760wKpQisnxVSL45ruKvUPk,,,
,,Southern Cafe ,,"Lakewood, OH",,,+12168014535,https://www.southerncafeohio.com/,,,
,,Subcity,,"Euclid, OH",,,+12163833856,https://www.subcityrestaurants.com/?fbclid=IwAR1d1gr_xyvZtoF2BDQb03X2QLcfj7fAH1_vPhaNsF7hWASYfA5NLFtVewU,,,
,,Sunshine Cafe ,,"Cleveland, OH",,,+12162660140,https://www.facebook.com/sunshinecafecle,,,
,,Swerve Grille ,,"Beachwood, OH",,,+12169916787,https://www.swervegrillecle.com/,,,
,,Take 5 Live,,"Cleveland, OH",,,+12168615299,https://www.facebook.com/take5live,,,
,,Taste of Jamaica,,"Lyndhurst, OH",,,+14405657230,http://www.tasteofjamaica5104.com/?fbclid=IwAR1gLXVPBFjXyMMHpur4sYocP1ZWJZbEQIjuPUeRZId9V-e8q9UNDdU7zQU#eat-together,,,
,,The Crispy Chick,,"Cleveland, OH",,,+12163314700,http://thecrispychick.com/,,,
,,The Fresh Fix of Heights ,,"Cleveland, OH",,,+12166005423,https://freshfixofheights.com/?fbclid=IwAR0NYJ6Sq7qeCQEWCZaUvcrgaE-TT-7EMs9JQBxjg81ZEUrHA4fgn6sYK-s,,,
,,The Original Grill,,"Cleveland, OH",,,+12163837500,https://www.facebook.com/The-Original-Grill-Restaraunt-180109138704244,,,
,,The Rib Cage Smokehouse,,"Cleveland Heights, OH",,,+12163217427,https://ribcagesmokehouse.com/,,,
,,The Sweet Fix Bakery ,,"Cleveland, OH",,,+12163719866,https://www.thesweetfixbakery.com/home,,,
,,Zanzibar Soul Fusion,,"Cleveland, OH",,,+12167521035,zanzibarohio.com ,,,
,,Zoma Ethiopian,,"Cleveland, OH",,,+12164653239,zomacleveland.com ,,,
,,Just the 2 of Us Chicken & Waffles,restaurant,"75-5742 Kuakini Hwy, Kailua-Kona, HI, 96740",,,,https://just2ofussoutherncuisine.com,,,
,,Cool Runnings Food Truck,Catering,"755811 Alii Drive, Kailua-Kona, HI, 96740",,,,https://www.coolrunningscatering.com/,,,
,,Rebel Kitchen,restaurant,"79-7399 Mamalahoa Highway, Kealakekua, HI, 96750",,,,https://rebelkitchen.com,,,
,,Fit by Whitt,fitness,"215 Railroad Avenue, Hilo, Hawaii, 96720",,,,https://fitbywhitt.com,,,
,,The Brave Fitness,fitness gym,"215 Railroad Ave Ste B2, Hilo, HI, 96720",,,,https://www.facebook.com/Thebravefitness,,,
,,D Green's BBQ,restaurant,"5371 Koloa Rd., Koloa, HI 96756",,,,https://www.yelp.com/biz/d-greens-bbq-koloa,,,
,,Pau Hana Pours Mobile Bar,mobile bar service!,HI,,,,https://pauhanapours.com,,,
,,The Greenery Cafe,cafe,"3146 Akahi St Rear Cottage, Lihue, HI, 96766",,,,http://www.thegreenerycafe.com/,,,
,,Nom Kauai,hawaiian,"4-1101 Kuhio Highway, Kapaa, HI, 96746",,,,https://www.nomkauai.com,,,
,,Slow Island Co,artisanal grocery,"4-1104 Kuhio Highway #166, Kapaa, HI, 96746",,,,https://www.gidaskitchen.com/buy-online,,,
,,All Love Kauai,clothing,"4-1306 Kuhio Highway, Kapaa, HI, 96746",,,,https://alllovekauai.com,,,
,,Charles Woolfork,personal development,HI,,,,https://www.charleswoolfork.com,,,
,,Bark! Bark! Backyard,dog daycare,"1544 Haleukana St. #8, Lihue, HI, 96766",,,,http://www.barkbarkbackyard.com,,,
,,Justin Blake Tattoos,tattoo,HI,,,,https://www.instagram.com/justinblaketattoos/,,,
,,Farmacy Health Bar,cafe,"12 N. Market St., Wailuku, HI 96793",,,,https://www.instagram.com/farmacyhealthbar/,,,
,,Sal Pepe Cucina,pizza,"878 Front St. # 7 & 8, Lahaina, HI, 96761",,,,https://www.salepepemaui.com,,,
,,Sol Brother's BBQ,southern style bbq,"1 Piikea Ave, Kihei, HI, 96753",,,,https://www.instagram.com/solbrothersbbq/,,,
,,Rock Flower Beauty,esthetician,"570 Kaiapa Pl. Haiku, HI, 96708",,,,https://www.rockflowerbeauty.com,,,
,,Drip Motor Spa,auto detailing,"388 Kinaole Circle, Kihei, HI, 96753",,,,https://www.vagaro.com/us02/dripmotorspa,,,
,,Woven Lens,professional photography,HI,,,,http://kyraglover.com,,,
,,Rabbitt Music,recording artist,HI,,,,https://www.rabbittmusic.com,,,
,,Sugar Waves,clothing,HI,,,,https://www.shopsugarwaves.com,,,
,,Marsha Wald,personal development,"1300 Limahana Circle, Lahaina, HI, 96761",,,,https://artoflivingmaui.com,,,
,,Maui Curl Stylist - Raquel Noriko,hair salon,"400 Hana Highway Ste. B1/C, Kahului, HI, 96732",,,,https://raquelnorikocurlstudio.com,,,
,,Ethiopian Love Cafe ,ethiopian,"1112 Smith St. Honolulu, HI, 96817",,,,https://www.instagram.com/ethiopianlovehi/?hl=en,,,
,,Hughley's Southern Cuisine,southern,"99-080 Kauhale St., Aiea, HI, 96701",,,,http://www.hawaiimilitarycatering.com/hughley-s-southern-cuisine.html,,,
,,Aloha Sub Wahiawa,deli,"55 S. Kamehameha Highway, Wahiawa, HI, 96786",,,,https://alohasubwahiawa.weebly.com,,,
,,Fresh Over Flesh,plant based cuisine,"723-C Umi St., Honolulu, HI, 96816",,,,freshoverflesh.org,,,
,,What's Posh Cooking,Caribbean catering,HI,,,,https://www.instagram.com/whatsposhcooking/,,,
,,Creative Cakes & Snacks,Custom cakes and desserts,"98-127 Kaonohi St., Aiea, HI, 96782",,,,https://www.instagram.com/creativecakesandsnacks/,,,
