email,name,businessName,category,city,state,zipCode,businessDescription,phone,phone,website,dontationLink,image,inNeed
,,Frugal Bookstore,,Roxbury,MA,,,,,https://frugalbookstore.net/,,,
,,Hair Me Out Studios,,Boston,MA,,,,,http://www.hairmeout.com/,,,
,,Joyefully Natural,,Boston,MA,,,,,https://joyefullynatural.com/,,,
,,K Zee African Braiding & Supplies,,Boston,MA,,,,,https://www.facebook.com/pages/category/Hair-Salon/Kzee-African-Hair-Braiding-148846975191490/,,,
,,L'Accent Women's Fashion,,Brookline,MA,,,,,https://laccent-womens-fashion.business.site/,,,
,,LiteWork,,Boston,MA,,,,,http://www.liteworkevents.com/,,,
,,Liz's Hair Care,,Boston,MA,,,,,https://www.lizshaircare.com/,,,
,,Lyndigo Spice,,Boston,MA,,,,,LyndigoSpice.com,,,
,,One Gig,,Boston,MA,,,,,https://onegigco.com/,,,
,,Organic Bath Co.,,Boston,MA,,,,,https://www.organicbath.co/,,,
,,Petsi Pies,,Boston,MA,,,,,https://petsipies.com/,,,
,,Pure Oasis,,Boston,MA,,,,,http://www.mypureoasis.com/,,,
,,Queen's Company,,Boston,MA,,,,,https://queensco.org/,,,
,,Simply Erinn's,,Boston,MA,,,,,https://www.simplyerinns.com/,,,
,,The Corny Bread,,Boston,MA,,,,,cornybread.com,,,
,,TRILLFIT,,Boston,MA,,,,,https://www.trill.fit/,,,
,,Stinky's Kittens and Doggies Too,,Boston,MA,,,,,https://stinkyskittens-doggiestoo.com/,,,
,,Your CBD Store Brookline,,Boston,MA,,,,,Brookline560.cbdrx4u.com,,,
,,Mabruuk Fashion,,Boston,MA,,,,,http://mabruukstore.com/index.html,,,
,,Kingsbread Clothing Brand,,Boston,MA,,,,,https://peacetrainteesdesignstudio.com/Here4goodBC/shop/product-detail/1001934,,,
,,Darryl's Cirner Bar & Kitchen (Takeout),,Boston,MA,,,,,https://dcbkboston.com/,,,
,,Rave Bae Eats,,Chelmsford,MA,,,,,https://www.facebook.com/Rave-Bae-Eats-106970951005589/,,,
,,Just the Best Real Estate/Mass Affordable Housing Alliance,,Boston,MA,,,,,Facebook.com/Alexjbrealestate,,,
,,Million Year Picnic (Comic Books),,Cambridge,MA,,,,,https://www.themillionyearpicnic.com/,,,
,,AMEND Boston,,Boston,MA,,,,,https://www.amendboston.com/,,,
,,Villeside CUstoms,,Somerville,MA,,,,,https://villesidecustoms.com/,,,
,,La Chic Dog Grooming Salon,,Charlestown,MA,,,,,https://www.facebook.com/Lachicsdogandcatgrooming/,,,
,,Hair Sessions,,Boston,MA,,,,,https://hairsessionsinc.com/,,,
,,Fadil African Hair Braiding,,Somerville,MA,,,,,https://fadilafricanhairbraiding.com/,,,
,,Bonita Hair Salon/Blow Dry Bar,,Somerville,MA,,,,,http://www.bonitahairsalon.com/,,,
,,M Salon,,Boston,MA,,,,,http://www.msalonboston.com/,,,
,,Just the Way You Like It Barber Shop,,Somerville,MA,,,,,https://www.facebook.com/pages/Just-The-Way-You-Like-It-Barbershop/190913378226220,,,
,,Mamadou' Artisan Bakery,,Arlington,MA,,,,,https://www.yelp.com/biz/mamadous-artisan-bakery-arlington,,,
,,RepHAIRations,,Arlington,MA,,,,,https://www.rephairations.com/,,,
,,The BOM - Black-Owned Market,,Boston,MA,,,,,https://ourbom.com/,,,
info@nakieacook.com,,"Nakiea Cook, MBA",Accountant,Buffalo,NY,,,,,https://www.nakieacook.com/,,,
,,Born Bread Chasers Clothing,Apparel,,NY,,,,,N/A,,,
,,Cointel,Apparel,,NY,,,,,https://historydipped.com/collections,,,
,,Everyday Poetry Boutique,Apparel,,NY,,,+117164295173,+17164295173,https://everydaypoetryboutique.com/,,,
,,GUAGGI,Apparel,,NY,,,,,https://www.guaggi.com/,,,
,,LVSH,Apparel,,NY,,,,,https://www.lvshclothing.com/,,,
,,TrapNerd Creations,Apparel,,NY,,,,,https://www.trapnerdcreations.com/,,,
,,Ashley Kay,Art,,NY,,,,,https://www.instagram.com/art_ashleykay/,,,
,,Brandie Chicole,Art,,NY,,,,,https://www.instagram.com/artbyb._/,,,
,,By Edreys,Art,,NY,,,,,https://edreys.com/,,,
,,The Jalen Law Collection,Art,,NY,,,,,http://thejalenlawcollection.com/,,,
,,The Knotty Buffalo,Arts & Crafts Store,Buffalo,NY,,,+117169496204,+17169496204,https://knottybuffalo.com/,,,
,,"Crystal J. Rodriguez, Esq.",Attorney,,NY,,,+117164161888,+17164161888,https://crystalrodriguezesq.com/,,,
,,Main Hand Wash & Detail,Auto Shop,Buffalo,NY,,,+117168852195,+17168852195,https://main-handwash-detail.hub.biz/,,,
,,350 Sweets & Treats,Bakery,Buffalo,NY,,,+117167154789,+17167154789,,,,
,,Cake Crazy Bakery,Bakery,Cheektowaga,NY,,,+117162358002,+17162358002,http://www.cakecrazybakery.com/,,,
,,"Ravelle Culinary Creations, LLC",Bakery,Buffalo,NY,,,+117168806545,+17168806545,http://www.ravelleculinarycreations.com/,,,
,,Shorty's Sweet Spot,Bakery,,NY,,,+117164307969,+17164307969,N/A,,,
,,Trice's Tasty Treats,Bakery,,NY,,,+117162882905,+17162882905,https://www.instagram.com/trices_tastytreats/,,,
,,Balloon Obsession,Balloons,,NY,,,,,https://balloonobsessionwny.com/,,,
,,Speak Easy,Bar/Restaurant,Buffalo,NY,,,+117167837477,+17167837477,http://thespeakeasybuffalo.com/,,,
,,Cove & Mill Barbering Co,Barbershop,Buffalo,NY,,,+117166252683,+17166252683,https://coveandmillbarbering.com/,,,
,,The Standard,Barbershop,Buffalo,NY,,,+117168671214,+17168671214,N/A,,,
,,Beauty Wish Galore,Beauty,,NY,,,,,https://www.instagram.com/beautywishgalore/,,,
,,Double Dose Lashes,Beauty,,NY,,,,,https://bookforchanelle.as.me/schedule.php,,,
,,Lashed Buffalo,Beauty,Buffalo,NY,,,+117169098787,+17169098787,https://www.lashedbuffalo.com/,,,
,,Luxury Beauty Co,Beauty,Amherst,NY,,,+117163905552,+17163905552,N/A,,,
,,O'DARA,Beauty,,NY,,,,,https://www.odaraisbeauty.com/,,,
,,Zandra Beauty,Beauty,Buffalo,NY,,,+118555926372,+18555926372,https://zandrabeauty.com/,,,
,,Zawadi Books,Book Store,Buffalo,NY,,,+117169036740,+17169036740,N/A,,,
,,Black Monarchy,Boutique,Buffalo,NY,,,+113475085267,+13475085267,https://www.blackmonarchy.com/,,,
,,Eat Off Art,Boutique,,NY,,,,,https://www.eatoffart.com/,,,
,,Fee Designz,Boutique,,NY,,,+118032905491,+18032905491,https://fee-designz.myshopify.com/,,,
,,Janie's Emporium,Boutique,Kenmore,NY,,,+117165736456,+17165736456,http://www.janiesemporium.com/home,,,
,,MMW Style Studio,Boutique,Buffalo,NY,,,+117168120937,+17168120937,http://www.mmwstylestudio.com/,,,
,,MS Eye Candy,Boutique,Buffalo,NY,,,+117162409961,+17162409961,N/A,,,
,,The Cellar Boutique,Boutique,Buffalo,NY,,,+117167839161,+17167839161,https://www.thexcellar.us/,,,
,,ASA Janitorial Services,Cleaning Service,Buffalo,NY,,,+117163133355,+17163133355,http://www.asajanitorialsvcs.com/,,,
,,Heavenly Hands Commercial Cleaning,Cleaning Service,,NY,,,+117169533207,+17169533207,hhdevelopment@mail.com,,,
,,Mobile Eco Steam - Mobile Auto Detailing & Carpet Cleaning,Cleaning Service,,NY,,,+117163935553,+17163935553,https://www.mobileecosteam.com/,,,
,,Im Livin B Apparel & Printing,Clothing & Printing,Kenmore,NY,,,+117164365169,+17164365169,http://www.imlivinb.com/,,,
,,African Heritage Food Co-Op,Co-Op,Niagara Falls,NY,,,+117165731844,+17165731844,https://myahfc.com/,,,
,,Black Door,Creative Opportunities,,NY,,,,,https://www.opentheblackdoor.com/,,,
,,By Your Side Credit,Credit Repair,,NY,,,+117164820643,+17164820643,http://www.byscredit.com/,,,
,,"Verve Dance Studio, Arts Education",Dance Studio,Buffalo,NY,,,,,http://vervedancestudio.com/,,,
,,DJ Dre,DJ,,NY,,,+117164301033,+17164301033,https://www.djdremusic.com/,,,
,,You In Mind Events,Event Planning,,NY,,,+117168330924,+17168330924,https://www.youinmindevents.com/,,,
,,Black Gem Space,Fitness,,NY,,,,,https://www.instagram.com/blackgemspace/,,,
,,GCOPE FIT,Fitness,Amherst,NY,,,+117162188011,+17162188011,https://gcopefitness.com/,,,
,,GoPole Fitness,Fitness,Buffalo,NY,,,+117162351348,+17162351348,https://www.gopolefit.com/,,,
,,Macfitness Shed 2.0,Fitness,,NY,,,+117162188011,+17162188011,https://macfitnessshed20.com/,,,
,,Miss Body Language Fitness,Fitness,,NY,,,,,https://linktr.ee/missbodylanguage,,,
,,Ousmane Camara,Financial Advisor,,NY,,,,,https://www.linkedin.com/in/ousmane-camara-002559167/,,,
,,Feed Buffalo,Food Pantry,Buffalo,NY,,,+117165880137,+17165880137,https://www.feedbuffalo.org/,,,
,,Mad Sauces Food Truck,Food Truck,,NY,,,+117162188810,+17162188810,https://madsauces716.com/,,,
,,The Flaming Fish,Food Truck,,NY,,,+117162799725,+17162799725,http://www.theflamingfish.com/,,,
,,T. L. Pickens Funeral Home,Funeral Home,Buffalo,NY,,,+117168930084,+17168930084,https://www.tonylpickens.com/,,,
info@bjbmultimedia.com,,BJB Multimedia,Graphic Designer,,NY,,,,,https://www.bjbmultimedia.com/,,,
,,Glory Market,Grocery,Buffalo,NY,,,+117167108370,+17167108370,N/A,,,
,,Chocolate Bar Hair,Hair Salon,Buffalo,NY,,,+117165972959,+17165972959,https://www.chocolatebarhair.com/,,,
,,Merchant Logo Head Quarters Design Studio,Hair Salon,Buffalo,NY,,,+117168320300,+17168320300,https://www.head25.com/,,,
,,The Hair Hive,Hair Salon,Buffalo,NY,,,+117164278830,+17164278830,https://www.thhbuffalo.com/,,,
,,The Loc Room,Hair Salon,Buffalo,NY,,,+117162464542,+17162464542,https://thelocroom.com/,,,
,,Brahma Body Butter,Holistic Skincare,,NY,,,+117164369793,+17164369793,https://www.etsy.com/shop/BrahmaBodyButter,,,
,,Clinton Hawkins - Pillar To Post Home Inspectors,Home Inspector,Seneca,NY,,,+117166086829,+17166086829,https://clintonhawkins.pillartopost.com/,,,
,,Blues Home Repair,Home Repair,,NY,,,+117164276900,+17164276900,https://blueshomerepairsllc.com/,,,
,,Elle James,Interior Design,,NY,,,+112025204436,+12025204436,https://www.ellejamesinteriors.com/,,,
honeysweetjamllc@gmail.com,,Honey Sweet Jam LLC,Jam,Kenmore,NY,,,,,https://www.instagram.com/honeysweetjam/,,,
,,Franci Jewelry,Jewelry,,NY,,,,,https://www.francibynicoledavis.com/,,,
,,Do It 4 Us Landscaping,Landscaping,,NY,,,+117169360620,+17169360620,https://doit4uslandscaping.com/,,,
,,LAST Call Laundry Services,Laundry,Buffalo,NY,,,+117165411106,+17165411106,http://lastcalllaundry.com/,,,
,,Hertel Liquor Library,Liquor Store,Buffalo,NY,,,+117167683669,+17167683669,http://www.hertelliquorlibrary.com/,,,
,,International Wine & Spirits,Liquor Store,Buffalo,NY,,,+117168375607,+17168375607,http://www.buffaloliquorstore.com/,,,
,,L C & J Liquors,Liquor Store,Buffalo,NY,,,+117168975194,+17168975194,N/A,,,
,,The Groove Lounge,Lounge,Buffalo,NY,,,+117169393149,+17169393149,N/A,,,
,,Makeup by Mani,Makeup Artist,,NY,,,,,https://linktr.ee/Makeupbymani24,,,
,,OakRight Experience,Marketing (Social Media),,NY,,,+117169085641,+17169085641,N/A,,,
,,Alls Good Eats,Meal Prep,,NY,,,,,https://www.instagram.com/allsgoodeats/,,,
,,Core Cuisine Meal Solutions,Meal Prep,Buffalo,NY,,,+117168806545,+17168806545,http://www.ravelleculinarycreations.com/,,,
,,Munchie Manz,Meal Prep,,NY,,,+117163160726,+17163160726,https://www.munchiemanz.com/,,,
,,WNY Merchant Consulting,Merchant Consulting,,NY,,,+117168170088,+17168170088,N/A,,,
,,Dazzling Beauty Nail Slon,Nail Salon,Buffalo,NY,,,+117163226805,+17163226805,https://www.dazzlingbeautynails.com/,,,
,,Envious Beauty Bar,Nail Salon,,NY,,,,,https://enviousbeautybar.as.me/schedule.php,,,
,,Top Coat Nail Lounge,Nail Salon,Buffalo,NY,,,+117162620303,+17162620303,https://www.topcoatnl.com/,,,
,,Pampered Paws n' Play,Pet Care,Amherst,NY,,,+117162810310,+17162810310,https://pamperedpawsnplay.com/,,,
,,Alana Adetola Arts,Photographer,,NY,,,,,https://www.alanadetolartsphotography.com/,,,
,,Addo Productions,Photophy/Videography,,NY,,,+114153749410,+14153749410,https://www.addoproductions.com/,,,
,,AWR Studios,Photophy/Videography,,NY,,,+117166661460,+17166661460,https://www.instagram.com/awrstudios/,,,
,,What's Pop-In,Popcorn,Buffalo,NY,,,,,https://www.whatspoppingourmetpopcorn.com/,,,
,,Get Fokus'd Productions,Production Company,,NY,,,+117164274386,+17164274386,https://www.getfokusdproductions.com/,,,
,,At Eleven Wings,Restaurant,Buffalo,NY,,,+117168992011,+17168992011,N/A,,,
,,Brothers Takeout Cafe & Catering,Restaurant,Buffalo,NY,,,+117163220084,+17163220084,https://716brothers.com/,,,
,,Buffalo Soul,Restaurant,Buffalo,NY,,,+117167688549,+17167688549,https://buffalosoulny.com/,,,
,,Caribbean Flava,Restaurant,Niagara Falls,NY,,,+117164239995,+17164239995,N/A,,,
,,Caribbean Experience,Restaurant,Buffalo,NY,,,+117168385131,+17168385131,N/A,,,
,,Dirty Bird Chicken N' Waffles,Restaurant,Niagara Falls,NY,,,+117165647161,+17165647161,N/A,,,
,,Em Tea Coffee,Restaurant,Buffalo,NY,,,+117168841444,+17168841444,http://www.emteacoffeecup.com/,,,
,,Freddy J's BBQ,Restaurant,Buffalo,NY,,,+117164242926,+17164242926,N/A,,,
,,"G&B Fish, Shrimp and Chicken",Restaurant,Buffalo,NY,,,+117163313485,+17163313485,https://gandbfishshrimpandchicken.com/menu,,,
,,Ikes & BG's Restaurant,Restaurant,Buffalo,NY,,,+117168924301,+17168924301,https://ikeandbgsrestaurant.com/,,,
,,Island Mix Restaurant,Restaurant,Buffalo,NY,,,+117163809115,+17163809115,N/A,,,
,,Je Ne Sais Quoi,Restaurant,Buffalo,NY,,,+117164401065,+17164401065,https://www.jenesaisquoibuffalo.com,,,
,,Kalypso Restaurant,Restaurant,Buffalo,NY,,,+117168343663,+17168343663,N/A,,,
,,La Verdad Cafe,Restaurant,Buffalo,NY,,,+117167683150,+17167683150,N/A,,,
,,Lee's Barbecue,Restaurant,Buffalo,NY,,,+117168968887,+17168968887,N/A,,,
,,Ms. Goodies,Restaurant,Buffalo,NY,,,+117169363690,+17169363690,N/A,,,
,,"PhatCatz of WNY, Inc",Restaurant,Buffalo,NY,,,+117162358549,+17162358549,N/A,,,
,,Pine Hill Halal Market,Restaurant,Buffalo,NY,,,+117165970002,+17165970002,N/A,,,
,,Shy's Original Steak House,Restaurant,Buffalo,NY,,,+117168527497,+17168527497,N/A,,,
,,Sunshine Vegan Eats,Restaurant,Buffalo,NY,,,+117167250284,+17167250284,https://www.sunshineveganeats.com/,,,
,,The Oakk Room,Restaurant,Buffalo,NY,,,+117167712773,+17167712773,https://www.theoakkroom.com/,,,
,,The Traphaus,Restaurant,,NY,,,+117163225696,+17163225696,N/A,,,
,,WING KINGS 716,Restaurant,Buffalo,NY,,,+117162481427,+17162481427,N/A,,,
,,Agorie Headwear,Retail,Buffalo,NY,,,+117168344287,+17168344287,http://www.agorieheadwear.com/,,,
,,Classic Knot,Retail,Amherst,NY,,,+117165448840,+17165448840,https://www.classicknot.com/,,,
,,Masaai Consignment Boutique,Retail,Buffalo,NY,,,+117163225696,+17163225696,N/A,,,
,,Serene Candles by Mia,Retail,,NY,,,,,N/A,,,
,,The Ink Spot,Retail,Buffalo,NY,,,+117168817594,+17168817594,N/A,,,
,,B&C Home Care,Senior Care,Buffalo,NY,,,+117166337400,+17166337400,https://www.bncunited.com/,,,
,,Nubian Onyx,Spa,Williamsville,NY,,,+117164068276,+17164068276,https://www.nubianonyx.com/,,,
,,Rejuvinex Spa,Spa,Buffalo,NY,,,+117168772220,+17168772220,http://rejuvinexspa.com/,,,
,,SalleyNycole’s Skin & Beauty Boutique,Skin & Beauty,Buffalo,NY,,,+117162268450,+17162268450,https://www.styleseat.com/m/v/salleynycole,,,
,,Paint The Town,Studio,Buffalo,NY,,,+117162411516,+17162411516,http://paintthetown716.com/,,,
,,Good Form Fitness,Trainer,,NY,,,+117164463734,+17164463734,https://square.site/book/6K09KZ3WA09QP/good-form-fitness,,,
,,716 Towing & Roadside,Towing,,NY,,,+117162290412,+17162290412,https://716towingandroadside.com/,,,
,,The Wigtique,Wigs,Buffalo,NY,,,,,https://www.thewigtique.com/,,,
,,Mind Body Flow Yoga,Yoga Studio,Amherst,NY,,,+117162183167,+17162183167,https://mindbodyflowyoga.com/,,,
,,Dan’s Soul Food,,Ashburn,IL,,,+117737376695,+17737376695,https://danschicagosbest.com/,,,
,,Anita's Gumbo,,Avalon Park,IL,,,+117737342788,+17737342788,http://nitasgumbo.com,,,
,,CheSa's Gluten Tootin Free Gourmet Food Truck,,Avaondale,IL,,,,,www.chesasgtf.com,,,
,,Ain't She Sweet Cafe,,Beverly,IL,,,+117738403309,+17738403309,http://aintshesweetcafe.com/,,,
,,Bani's Beets,,Beverly Hills,IL,,,+117735999764,+17735999764,https://www.banisbeets.com/,,,
,,Shawn Michelle’s Ice Cream Shop,,Bronzeville,IL,,,+117736153238,+17736153238,http://www.shawnmichelles.com/,,,
,,Truth Italian Restaurant,,Bronzeville,IL,,,+113127158796,+13127158796,http://www.truthitalian.com/,,,
,,Some Like It Black,,Bronzeville,IL,,,+117738914866,+17738914866,https://www.somelikeitblack.com/,,,
,,Norman's Bistro,,Bronzeville,IL,,,+117739665821,+17739665821,https://www.normansbistro.com/?fbclid=IwAR0b-l79Zt8cBoX1KoX8jhOKO9u4yW7fPEa0i6zif-yVieUel1ThNKYRXKs,,,
,,Pearl's Place,,Bronzeville,IL,,,+117732851700,+17732851700,http://www.pearlsplacerestaurant.com/,,,
,,Two Fish Crab Shack,,Bronzeville,IL,,,+117738558845,+17738558845,https://www.twofishcrabshack.com/,,,
,,Friistyle Chi,,Bronzeville,IL,,,+117735485375,+17735485375,https://www.friistylechicago.com/,,,
,,Mikkey’s Retro Grill,,Bronzeville,IL,,,+117739524082,+17739524082,https://mikkeys.com/,,,
,,Sip and Savor,,Bronzeville,IL,,,+117738552125,+17738552125,https://www.sipandsavorchicago.com/,,,
,,Ain't She Sweet Cafe,,Bronzeville,IL,,,+117733733530,+17733733530,http://aintshesweetcafe.com/,,,
,,Eméché Cakery & Cafe,,Bronzeville,IL,,,+113122651249,+13122651249,https://emechecakeryandcafe.com/,,,
,,Scratch My Batch,,Downers Grove,IL,,,+113124871308,+13124871308,https://www.scratchmybatch.store/,,,
,,Dat Donut,,East Chatham,IL,,,+117737231002,+17737231002,https://www.datdonut.com/,,,
,,Ethiopian Diamond Restaurant & Bar,,Edgewater,IL,,,+117733386100,+17733386100,https://www.ethiopiandiamondrestaurants.com/home,,,
,,Grace’s African Restaurant,,Edgewater,IL,,,+117732716000,+17732716000,http://graceafricanrestaurant.com/,,,
,,Kyoto Black Coffee,,Edgewater,IL,,,+117735738514,+17735738514,https://kyotostylecoffee.com/,,,
,,Hecky’s Barbecue,,Evanston,IL,,,+118474921182,+18474921182,https://www.heckys.com/,,,
,,Brown Sugar Bakery,,Greater Grand Crossing,IL,,,+117732246262,+17732246262,https://www.brownsugarbakerychicago.com/,,,
,,Lem's Bar-B-Q House,,Greater Grand Crossing,IL,,,+117739942428,+17739942428,http://lemsque.com/,,,
,,Soul Vegetarian,,Greater Grand Crossing,IL,,,+117734519796,+17734519796,https://www.originalsoulvegetarian.com/,,,
,,Mabe's Deli,,Greater Grand Crossing,IL,,,+117738911798,+17738911798,http://mabesdeli.com/,,,
,,5 Loaves Eatery,,Greater Grand Crossing,IL,,,+117738912889,+17738912889,http://www.5loaveseatery.com/,,,
,,Turkey Chop,,Hymboldt Park,IL,,,+117733842500,+17733842500,https://turkeychop.com/,,,
,,Mikkey’s Retro Grill,,Hyde Park,IL,,,+117736758525,+17736758525,https://mikkeys.com/,,,
,,Sip and Savor,,Hyde Park,IL,,,+117736332722,+17736332722,https://www.sipandsavorchicago.com/,,,
,,Virtue,,Hyde Park,IL,,,+117739478831,+17739478831,https://www.virtuerestaurant.com/,,,
,,Soul Shack,,Hyde Park,IL,,,+117738910126,+17738910126,https://www.thesoul53.com/,,,
,,Can't Believe It's Not Meat,,Hyde Park,IL,,,+117736758208,+17736758208,https://cantbelieveitsnotmeat.business.site/,,,
,,14 Parish,,Hyde Park,IL,,,+113122918379,+13122918379,https://www.14parish.com/,,,
,,Ms. T's Southern Fried Chicken,,Lakeview,IL,,,+117737282500,+17737282500,http://mstssouthernfriedchicken.com/,,,
,,Batter & Berries,,Lincoln Park,IL,,,+117732487710,+17732487710,https://batterandberries.com/,,,
,,Luella's Southern Kitchen,,Lincoln Square,IL,,,+117739618196,+17739618196,http://luellassouthernkitchen.com/,,,
,,Phlavz,,Little Italy,IL,,,+117737177979,+17737177979,https://www.phlavz.com/,,,
,,Garifuna Flava,,Marquette Park,IL,,,+117737767440,+17737767440,https://garifunaflava.net/,,,
,,Lexington Betty,,Oak Park,IL,,,+117733098240,+17733098240,https://www.facebook.com/LexingtonBettySmokeHouse/,,,
,,Luxury Cake Company,,Pilsen,IL,,,+113124889992,+13124889992,http://www.luxurycakecompany.com/,,,
,,Lexington Betty,,Pullman,IL,,,+117733098240,+17733098240,https://www.facebook.com/LexingtonBettySmokeHouse/,,,
,,Lizzy J Cafe,,Ravenswood,IL,,,+117737399044,+17737399044,https://lizzyjcatering.com/,,,
,,Urban Grill Chicago,,Ravenswood,IL,,,+117737547137,+17737547137,https://urbangrillchicago.com/about/,,,
,,Mogadishu Restaurant,,River North,IL,,,+117737472974,+17737472974,http://mogadishurestaurant.com/,,,
,,Denden Eritrean Restaurant,,Rogers Park,IL,,,+117739734752,+17739734752,https://www.facebook.com/DenDenRestaurant/?rf=179355392600248,,,
,,Kizin Creole Restaurant,,Rogers Park,IL,,,+117739617275,+17739617275,http://www.kizincreole.com/,,,
,,Jamaica Jerk,,Rogers Park,IL,,,+118479333304,+18479333304,http://www.jamaicajerk-il.com/,,,
,,Old Fashioned Donuts,,Roseland,IL,,,+117739957420,+17739957420,https://www.facebook.com/Old-Fashioned-Donuts-Inc-111494095555975/about/?ref=page_internal&path=%2FOld-Fashioned-Donuts-Inc-111494095555975%2Fabout%2F,,,
,,Poppin Dough,,Roseland,IL,,,+117733663110,+17733663110,https://www.poppindough.com/,,,
,,Sip and Savor,,Rosenwald,IL,,,+117739524532,+17739524532,https://www.sipandsavorchicago.com/,,,
,,Kozy Katering,,South Holland,IL,,,+117089551200,+17089551200,http://www.kozykatering.com/?fbclid=IwAR1hWpXNNKjcgO-DVgYaciN3ZUHB_MK3E3Z20SUzKVQZ0sRcbjP-BkNa9co,,,
,,TeaPotBrew Bakery,,South Loop,IL,,,+113129666001,+13129666001,https://www.teapotbrewbakery.com/?fbclid=IwAR1syxOeQ44H8VVr7jf6FBb8Ry0B8ht3wW5kkwsyAYyBB5PMm8txMA1Llj0,,,
,,Sage Room,,South Loop,IL,,,+113126313398,+13126313398,http://sageroomchicago.com/,,,
,,Surf’s Up,,South Shore,IL,,,+117738915544,+17738915544,https://www.surfsupsouthshore.com/,,,
,,Mikkey’s Retro Grill,,Stony Island,IL,,,+117739022800,+17739022800,https://mikkeys.com/,,,
,,Nigerian Kitchen,,Uptown,IL,,,+117732714010,+17732714010,http://nigeriankitchen.net/,,,
,,Demera,,Uptown,IL,,,+117733348787,+17733348787,http://demerachicago.com/,,,
,,Iyanze Bar & Cafe,,Uptown,IL,,,+117739441417,+17739441417,https://www.facebook.com/pages/category/Nigerian-Restaurant/Iyanze-African-Cuisine-Bar-222285161211383/,,,
,,Tesfa Ethiopian Cuisine,,Uptown,IL,,,+113126984481,+13126984481,https://www.tesfacuisine.com/,,,
,,Harold's Chicken Shack,,Beverly,IL,,,,,http://haroldschickenonline.com/index.html#home,,,
,,Justice of the Pies,,,IL,,,,,https://www.justiceofthepies.com/,,,
,,3D’s Jerk Chicken,,West Humboldt Park,IL,,,+117736376518,+17736376518,https://www.facebook.com/3Ds-Jerk-Chicken-109688492381632/about/?ref=page_internal&path=%2F3Ds-Jerk-Chicken-109688492381632%2Fabout%2F,,,
,,Eleven | Eleven,,West Loop,IL,,,+113122488942,+13122488942,https://www.elevenelevenchicago.com/,,,
,,IntoxiCakes,,West Loop,IL,,,+113126202396,+13126202396,https://www.intoxicakeschicago.com/,,,
,,Frontier,,West Town,IL,,,+113124539397,+13124539397,https://www.thefrontierchicago.com/,,,
,,Mr. Brown’s Lounge,,West Town,IL,,,+117732784445,+17732784445,https://www.mrbrownslounge.com/,,,
,,Soulé,,West Town,IL,,,+113125263825,+13125263825,https://www.soulechicago.com/,,,
,,Crazy Bird Kitchen,,West Town,IL,,,+113128775684,+13128775684,https://www.crazybirdchicken.com/,,,
,,Ina Mae Tavern & Packaged Goods,,Wicker Park,IL,,,+117733608320,+17733608320,https://www.inamaetavern.com/,,,
,,Luella’s Gospel Bird,,Wicker Park,IL,,,+117739047704,+17739047704,http://luellassouthernkitchen.com/gospel-bird/,,,
,,Lottie's Pub,,Wicker Park,IL,,,+117734890738,+17734890738,http://lottiespub.com/,,,
,,Tubby's Taste,,Chicago,IL,,,+117793243392,+17793243392,https://www.tubbystaste.com/,,,
,,Hunni Butter Co,,Chicago,IL,,,,,https://www.hunnibutterco.com/,,,
,,PreNata Smoothies,,Chicago,IL,,,+113127250206,+13127250206,https://www.prenatasmoothies.com/,,,
,,5 Points Grille,,Richmond Heights,OH,,,+112166009445,+12166009445,https://www.facebook.com/5pointsbarandgrille,,,
,,Angie's Soul Cafe,,Cleveland Heights,OH,,,+112164268890,+12164268890,http://www.angiessoulcafe.com/,,,
,,Annie B & Earl's Pancake House,,Cleveland,OH,,,+112163619160,+12163619160,http://anniebandearls.com/,,,
,,Beckham's B&M Barbecue,,North Randall,OH,,,+112164758720,+12164758720,https://www.facebook.com/BeckhamsBBQ,,,
,,Big Al's Diner,,Cleveland,OH,,,+112167918550,+12167918550,https://www.facebook.com/Big-Als-Diner-117633214922653/,,,
,,Black Box Fix,,Cleveland,OH,,,+112166753129,+12166753129,blackboxfix.com,,,
,,Brown's Corner Restaurant,,Cleveland,OH,,,+112167517867,+12167517867,https://brownscornerrestaurant.weebly.com/,,,
,,Capo Steaks,,Cleveland,OH,,,+112167213219,+12167213219,https://www.facebook.com/CapoSteaks,,,
,,Chicago's Home for Chicken & Waffles,,Cleveland,OH,,,+112166008600,+12166008600,https://chicagoschickenandwafflescle.com/,,,
,,CMB Soul Food,,Cleveland,OH,,,+112167525402,+12167525402,https://cmbsoulfood216.com/,,,
,,Columbo Room,,Cleveland,OH,,,+112167613569,+12167613569,https://www.facebook.com/pages/Columbo%20Room/116077145087957/,,,
,,Deon's Restaurant,,Cleveland,OH,,,+112164588078,+12164588078,deonsrestaurantco.com,,,
,,Elite Bistro,,Cleveland Heights,OH,,,+112162737283,+12162737283,n/a,,,
,,Empress Taytu,,Cleveland,OH,,,+112163919400,+12163919400,http://empresstayturestaurantcleveland.com/,,,
,,Euro Wafel Bar,,Cleveland,OH,,,+112168589443,+12168589443,https://www.facebook.com/TheEuroWafelbar,,,
,,Fawaky Burst Juice Company,,Euclid,OH,,,+112164383289,+12164383289,https://www.fawakyburst.com/?fbclid=IwAR3nM1CcekIMkBXdql_-hSMMvrxoABHSWBWoYSbEfqgBkUo2JSqnSrNue-A,,,
